"Location","Date","Hum","Raf","Tmx","Tav","Tmi","Mosq"
"Yang_WaterPump","2012.5.1","46.1","nan","28.3","22.6","17.3","86.26923077"
"Yang_WaterPump","2012.5.2","47.3","0.4","29.1","23.1","19.0","86.26923077"
"Yang_WaterPump","2012.5.3","53.8","0.2","25.4","20.0","17.0","86.26923077"
"Yang_WaterPump","2012.5.4","48.8","nan","25.7","19.7","14.3","86.26923077"
"Yang_WaterPump","2012.5.5","42.4","nan","24.9","18.8","13.5","86.26923077"
"Yang_WaterPump","2012.5.6","31.9","nan","24.1","18.1","13.1","140.0"
"Yang_WaterPump","2012.5.7","33.3","nan","24.9","18.5","12.2","96.0"
"Yang_WaterPump","2012.5.8","27.5","nan","28.0","20.8","14.2","107.0"
"Yang_WaterPump","2012.5.9","45.4","nan","27.4","20.7","15.0","70.0"
"Yang_WaterPump","2012.5.10","45.1","nan","26.6","20.1","15.5","88.0"
"Yang_WaterPump","2012.5.11","55.4","nan","19.2","16.2","13.2","65.0"
"Yang_WaterPump","2012.5.12","57.9","nan","21.1","17.1","14.4","41.0"
"Yang_WaterPump","2012.5.13","53.0","nan","25.2","19.1","14.8","74.0"
"Yang_WaterPump","2012.5.14","78.8","6.5","17.2","16.1","15.1","68.0"
"Yang_WaterPump","2012.5.15","65.3","0.0","22.7","16.9","13.0","65.0"
"Yang_WaterPump","2012.5.16","58.6","0.0","22.0","16.6","12.7","70.0"
"Yang_WaterPump","2012.5.17","56.6","0.5","20.5","16.6","13.9","65.0"
"Yang_WaterPump","2012.5.18","51.4","nan","24.5","18.1","12.0","72.0"
"Yang_WaterPump","2012.5.19","38.0","nan","25.8","19.5","13.1","130.0"
"Yang_WaterPump","2012.5.20","39.1","nan","28.7","21.3","14.5","99.0"
"Yang_WaterPump","2012.5.21","34.8","nan","28.9","23.0","17.2","72.0"
"Yang_WaterPump","2012.5.22","34.6","nan","29.3","23.3","17.8","78.0"
"Yang_WaterPump","2012.5.23","39.5","nan","27.8","22.1","18.3","100.0"
"Yang_WaterPump","2012.5.24","53.0","nan","24.0","19.7","17.0","105.0"
"Yang_WaterPump","2012.5.25","45.4","nan","26.6","20.5","16.2","102.0"
"Yang_WaterPump","2012.5.26","44.8","nan","26.1","19.8","14.1","91.0"
"Yang_WaterPump","2012.5.27","65.6","0.3","23.4","19.3","17.1","88.0"
"Yang_WaterPump","2012.5.28","58.0","0.1","26.0","20.9","16.4","116.0"
"Yang_WaterPump","2012.5.29","40.8","nan","25.4","21.6","18.8","93.0"
"Yang_WaterPump","2012.5.30","44.4","0.0","23.6","20.7","18.6","93.0"
"Yang_WaterPump","2012.5.31","58.6","0.2","27.2","20.9","16.6","55.0"
"Yang_WaterPump","2012.6.1","52.3","nan","26.7","21.4","16.3","88.0"
"Yang_WaterPump","2012.6.2","44.8","nan","28.8","23.1","19.2","220.0"
"Yang_WaterPump","2012.6.3","38.9","nan","29.1","23.3","18.0","77.0"
"Yang_WaterPump","2012.6.4","35.1","nan","29.1","23.7","18.6","109.0"
"Yang_WaterPump","2012.6.5","62.6","0.0","27.5","22.5","19.8","84.0"
"Yang_WaterPump","2012.6.6","62.0","nan","28.9","23.0","19.1","106.0"
"Yang_WaterPump","2012.6.7","62.8","nan","29.4","23.0","18.5","94.0"
"Yang_WaterPump","2012.6.8","66.4","2.0","27.9","22.2","19.0","2.0"
"Yang_WaterPump","2012.6.9","59.5","nan","29.9","24.2","18.6","231.0"
"Yang_WaterPump","2012.6.10","58.8","nan","28.7","23.7","20.8","107.0"
"Yang_WaterPump","2012.6.11","59.4","nan","27.8","23.2","20.3","221.0"
"Yang_WaterPump","2012.6.12","58.9","0.4","28.9","22.6","19.0","163.0"
"Yang_WaterPump","2012.6.13","53.1","nan","28.9","23.4","18.3","131.0"
"Yang_WaterPump","2012.6.14","49.1","nan","31.7","24.8","19.3","205.0"
"Yang_WaterPump","2012.6.15","52.8","nan","28.0","23.7","20.4","430.0"
"Yang_WaterPump","2012.6.16","61.3","nan","29.9","23.5","20.2","547.0"
"Yang_WaterPump","2012.6.17","52.5","nan","29.8","23.6","18.1","300.0"
"Yang_WaterPump","2012.6.18","46.5","nan","30.2","24.9","20.1","214.0"
"Yang_WaterPump","2012.6.19","44.8","nan","33.5","26.0","20.9","596.0"
"Yang_WaterPump","2012.6.20","49.1","nan","31.3","25.4","21.3","483.0"
"Yang_WaterPump","2012.6.21","55.3","nan","32.4","25.7","21.3","605.0"
"Yang_WaterPump","2012.6.22","61.4","0.0","29.3","24.3","21.3","364.0"
"Yang_WaterPump","2012.6.23","55.8","nan","31.7","26.2","21.5","288.0"
"Yang_WaterPump","2012.6.24","48.3","nan","32.8","27.8","23.6","295.0"
"Yang_WaterPump","2012.6.25","40.5","nan","33.2","26.5","22.2","349.0"
"Yang_WaterPump","2012.6.26","44.9","nan","30.8","24.6","20.6","307.0"
"Yang_WaterPump","2012.6.27","47.1","nan","31.0","24.8","19.3","82.0"
"Yang_WaterPump","2012.6.28","50.4","nan","29.6","25.3","20.9","93.0"
"Yang_WaterPump","2012.6.29","60.4","20.0","31.0","25.9","22.0","361.0"
"Yang_WaterPump","2012.6.30","87.8","69.5","23.7","21.9","20.2","406.0"
"Yang_WaterPump","2012.7.1","80.1","0.0","25.4","21.6","19.2","193.0"
"Yang_WaterPump","2012.7.2","62.8","nan","29.8","24.0","21.7","92.0"
"Yang_WaterPump","2012.7.3","78.1","25.0","25.7","22.7","19.7","63.0"
"Yang_WaterPump","2012.7.4","79.8","0.3","27.4","24.4","22.6","78.0"
"Yang_WaterPump","2012.7.5","89.6","72.0","24.6","22.7","20.9","173.0"
"Yang_WaterPump","2012.7.6","88.8","102.5","21.8","20.9","19.9","297.0"
"Yang_WaterPump","2012.7.7","62.1","nan","31.0","24.8","18.5","404.0"
"Yang_WaterPump","2012.7.8","64.5","nan","30.7","25.8","21.4","164.0"
"Yang_WaterPump","2012.7.9","64.1","nan","32.3","26.3","21.9","154.0"
"Yang_WaterPump","2012.7.10","67.4","6.5","29.1","25.9","21.7","143.0"
"Yang_WaterPump","2012.7.11","83.5","8.0","26.5","23.3","21.0","195.0"
"Yang_WaterPump","2012.7.12","72.3","0.0","28.5","24.7","21.1","193.0"
"Yang_WaterPump","2012.7.13","76.1","76.5","29.3","26.1","21.8","135.0"
"Yang_WaterPump","2012.7.14","82.1","8.0","26.2","22.8","20.4","721.0"
"Yang_WaterPump","2012.7.15","89.5","32.5","20.5","19.7","19.1","817.0"
"Yang_WaterPump","2012.7.16","80.3","2.5","25.0","21.7","19.0","731.0"
"Yang_WaterPump","2012.7.17","70.5","0.0","29.0","25.5","21.6","860.0"
"Yang_WaterPump","2012.7.18","78.8","6.0","28.4","26.3","24.7","2035.0"
"Yang_WaterPump","2012.7.19","85.3","72.5","26.5","23.9","22.4","2516.0"
"Yang_WaterPump","2012.7.20","73.6","1.0","29.7","25.6","22.1","2075.0"
"Yang_WaterPump","2012.7.21","67.4","nan","31.4","27.5","24.1","646.0"
"Yang_WaterPump","2012.7.22","74.4","16.5","30.4","27.2","23.7","595.0"
"Yang_WaterPump","2012.7.23","73.9","1.0","30.5","27.6","25.6","551.0"
"Yang_WaterPump","2012.7.24","71.9","nan","32.1","27.8","25.5","299.0"
"Yang_WaterPump","2012.7.25","68.0","nan","32.1","27.9","24.2","253.0"
"Yang_WaterPump","2012.7.26","63.4","nan","32.6","28.1","24.3","256.0"
"Yang_WaterPump","2012.7.27","68.0","nan","32.3","27.9","24.9","135.0"
"Yang_WaterPump","2012.7.28","67.3","nan","33.2","28.5","25.2","87.0"
"Yang_WaterPump","2012.7.29","66.8","0.0","33.2","29.2","26.2","205.0"
"Yang_WaterPump","2012.7.30","72.3","18.0","31.6","28.4","23.0","54.0"
"Yang_WaterPump","2012.7.31","66.1","0.1","33.0","29.0","26.6","18.0"
"Yang_WaterPump","2012.8.1","56.8","nan","35.3","30.8","25.9","26.0"
"Yang_WaterPump","2012.8.2","53.6","nan","35.5","30.8","26.8","36.0"
"Yang_WaterPump","2012.8.3","51.9","nan","35.4","31.3","27.1","59.0"
"Yang_WaterPump","2012.8.4","50.1","nan","36.2","31.7","28.2","31.0"
"Yang_WaterPump","2012.8.5","51.0","nan","36.7","31.8","27.5","36.0"
"Yang_WaterPump","2012.8.6","54.1","nan","35.8","31.5","27.8","32.0"
"Yang_WaterPump","2012.8.7","48.0","nan","35.0","30.7","26.6","53.0"
"Yang_WaterPump","2012.8.8","51.6","nan","34.3","29.6","25.6","702.0"
"Yang_WaterPump","2012.8.9","63.5","nan","34.6","29.7","26.6","705.0"
"Yang_WaterPump","2012.8.10","69.4","0.3","29.0","27.4","25.7","314.0"
"Yang_WaterPump","2012.8.11","65.0","nan","31.8","27.7","24.0","407.0"
"Yang_WaterPump","2012.8.12","80.3","17.0","27.9","25.5","22.3","9.0"
"Yang_WaterPump","2012.8.13","65.0","2.0","32.1","26.6","22.1","144.0"
"Yang_WaterPump","2012.8.14","64.3","15.5","31.2","26.7","23.2","249.0"
"Yang_WaterPump","2012.8.15","88.0","136.5","27.1","23.7","22.4","107.0"
"Yang_WaterPump","2012.8.16","68.8","nan","28.9","26.0","22.7","85.0"
"Yang_WaterPump","2012.8.17","74.0","0.0","32.2","27.5","24.3","105.0"
"Yang_WaterPump","2012.8.18","80.3","2.0","28.6","27.2","25.8","85.0"
"Yang_WaterPump","2012.8.19","75.8","5.0","30.8","27.9","26.3","90.0"
"Yang_WaterPump","2012.8.20","87.4","59.5","27.1","25.4","24.0","90.0"
"Yang_WaterPump","2012.8.21","85.4","137.0","28.7","25.3","23.5","92.0"
"Yang_WaterPump","2012.8.22","80.5","17.0","24.6","22.0","20.3","77.0"
"Yang_WaterPump","2012.8.23","68.3","0.1","25.7","23.0","20.5","199.0"
"Yang_WaterPump","2012.8.24","70.0","7.5","26.1","23.3","21.1","208.0"
"Yang_WaterPump","2012.8.25","80.1","11.5","28.9","25.0","21.5","131.0"
"Yang_WaterPump","2012.8.26","72.3","0.0","32.4","27.5","24.1","78.0"
"Yang_WaterPump","2012.8.27","59.9","nan","32.9","28.5","24.5","24.0"
"Yang_WaterPump","2012.8.28","69.5","13.5","29.4","26.1","21.8","168.0"
"Yang_WaterPump","2012.8.29","70.3","6.0","29.1","25.7","21.7","181.0"
"Yang_WaterPump","2012.8.30","85.8","34.5","24.7","21.4","18.7","235.0"
"Yang_WaterPump","2012.8.31","65.6","nan","28.4","23.8","18.7","227.0"
"Yang_WaterPump","2012.9.1","69.0","nan","29.4","25.2","22.3","265.0"
"Yang_WaterPump","2012.9.2","65.1","nan","29.5","25.0","20.8","163.0"
"Yang_WaterPump","2012.9.3","71.4","nan","28.5","24.9","22.2","290.0"
"Yang_WaterPump","2012.9.4","84.1","55.5","24.4","22.0","19.7","216.0"
"Yang_WaterPump","2012.9.5","61.1","10.5","26.1","22.3","19.2","665.0"
"Yang_WaterPump","2012.9.6","52.9","nan","27.1","21.6","16.0","785.0"
"Yang_WaterPump","2012.9.7","60.6","3.0","27.2","22.5","16.9","298.0"
"Yang_WaterPump","2012.9.8","71.8","25.0","23.7","20.2","17.7","461.0"
"Yang_WaterPump","2012.9.9","68.4","nan","25.0","20.9","17.1","270.0"
"Yang_WaterPump","2012.9.10","61.4","nan","28.3","23.2","17.8","203.0"
"Yang_WaterPump","2012.9.11","53.1","nan","27.5","22.8","18.1","189.0"
"Yang_WaterPump","2012.9.12","68.9","0.5","24.8","21.6","19.6","453.0"
"Yang_WaterPump","2012.9.13","87.1","13.5","21.1","20.0","18.6","369.0"
"Yang_WaterPump","2012.9.14","68.5","2.0","21.8","19.4","17.3","303.0"
"Yang_WaterPump","2012.9.15","56.8","nan","25.5","21.0","17.0","572.0"
"Yang_WaterPump","2012.9.16","60.1","2.5","22.1","19.9","17.5","231.0"
"Yang_WaterPump","2012.9.17","86.8","85.5","18.4","17.3","16.0","213.0"
"Yang_WaterPump","2012.9.18","69.4","nan","24.6","20.9","17.7","233.0"
"Yang_WaterPump","2012.9.19","63.9","nan","25.2","20.6","17.7","320.0"
"Yang_WaterPump","2012.9.20","69.6","0.0","24.7","20.1","15.6","381.0"
"Yang_WaterPump","2012.9.21","68.3","nan","24.3","20.1","17.2","397.0"
"Yang_WaterPump","2012.9.22","60.6","nan","26.4","20.7","15.2","454.0"
"Yang_WaterPump","2012.9.23","56.6","nan","26.6","21.2","16.4","302.0"
"Yang_WaterPump","2012.9.24","49.8","nan","27.5","21.5","16.1","258.0"
"Yang_WaterPump","2012.9.25","52.3","nan","27.8","21.8","16.9","1115.0"
"Yang_WaterPump","2012.9.26","60.0","nan","25.4","21.3","17.5","2232.0"
"Yang_WaterPump","2012.9.27","62.0","nan","23.6","20.3","17.7","141.0"
"Yang_WaterPump","2012.9.28","72.3","13.5","22.0","18.0","15.4","200.0"
"Yang_WaterPump","2012.9.29","58.8","0.5","19.8","16.4","14.0","208.0"
"Yang_WaterPump","2012.9.30","63.8","nan","21.0","16.2","12.0","257.0"
"Yang_WaterPump","2012.10.1","64.3","nan","24.6","18.1","12.5","266.0"
"Yang_WaterPump","2012.10.2","64.3","nan","24.9","19.3","14.3","168.0"
"Yang_WaterPump","2012.10.3","60.4","nan","26.0","19.9","15.0","233.0"
"Yang_WaterPump","2012.10.4","61.6","nan","24.2","19.0","14.4","210.0"
"Yang_WaterPump","2012.10.5","61.4","nan","22.8","19.0","14.9","257.0"
"Yang_WaterPump","2012.10.6","52.9","nan","24.5","19.6","16.1","215.0"
"Yang_WaterPump","2012.10.7","54.9","nan","24.4","19.2","15.1","199.0"
"Yang_WaterPump","2012.10.8","53.0","nan","23.4","18.4","14.6","246.0"
"Yang_WaterPump","2012.10.9","60.0","nan","22.4","17.6","13.8","197.0"
"Yang_WaterPump","2012.10.10","69.6","13.0","20.3","15.7","12.6","337.0"
"Yang_WaterPump","2012.10.11","47.4","nan","19.0","13.9","9.9","312.0"
"Yang_WaterPump","2012.10.12","51.8","nan","21.4","14.9","8.5","296.0"
"Yang_WaterPump","2012.10.13","54.0","nan","23.1","16.4","11.3","240.06666669999998"
"Yang_WaterPump","2012.10.14","39.9","nan","21.8","16.3","12.0","240.06666669999998"
"Yang_WaterPump","2012.10.15","33.3","nan","21.8","14.8","10.3","240.06666669999998"
"Yang_WaterPump","2012.10.16","46.5","nan","23.4","17.1","10.8","240.06666669999998"
"Yang_WaterPump","2012.10.17","57.0","2.5","17.6","12.6","8.1","240.06666669999998"
"Yang_WaterPump","2012.10.18","46.5","nan","17.0","11.6","6.0","240.06666669999998"
"Yang_WaterPump","2012.10.19","52.3","nan","20.1","14.8","10.3","240.06666669999998"
"Yang_WaterPump","2012.10.20","65.0","nan","21.0","15.8","10.5","240.06666669999998"
"Yang_WaterPump","2012.10.21","70.5","nan","23.7","18.3","15.4","240.06666669999998"
"Yang_WaterPump","2012.10.22","77.3","39.5","17.1","13.4","8.5","240.06666669999998"
"Yang_WaterPump","2012.10.23","49.4","0.0","14.5","10.0","4.5","240.06666669999998"
"Yang_WaterPump","2012.10.24","62.8","nan","18.4","13.2","9.5","240.06666669999998"
"Yang_WaterPump","2012.10.25","68.5","nan","20.0","15.2","12.6","240.06666669999998"
"Yang_WaterPump","2012.10.26","62.1","nan","22.3","15.9","11.1","240.06666669999998"
"Yang_WaterPump","2012.10.27","84.5","44.0","16.4","14.3","12.5","240.06666669999998"
"Yang_WaterPump","2012.10.28","65.4","0.0","18.8","14.3","10.8","240.06666669999998"
"Yang_WaterPump","2012.10.29","60.6","0.0","16.7","11.7","8.0","331.25"
"Yang_WaterPump","2012.10.30","55.4","0.1","12.4","8.6","5.8","331.25"
"Yang_WaterPump","2012.10.31","50.9","0.2","11.6","6.9","2.8","331.25"
"Yang_WaterPump","2012.11.1","36.5","nan","10.0","5.6","2.7","331.25"
"Yang_WaterPump","2012.11.2","36.9","nan","12.4","7.2","1.6","331.25"
"Yang_WaterPump","2012.11.3","41.5","nan","15.7","9.4","3.2","331.25"
"Yang_WaterPump","2012.11.4","56.5","4.0","15.3","11.8","9.1","331.25"
"Yang_WaterPump","2012.11.5","87.6","8.0","10.7","8.5","7.2","331.25"
"Yang_WaterPump","2012.11.6","81.0","5.0","8.6","7.1","5.1","331.25"
"Yang_WaterPump","2012.11.7","68.4","nan","12.5","8.4","4.1","331.25"
"Yang_WaterPump","2012.11.8","74.6","nan","12.6","8.8","6.0","331.25"
"Yang_WaterPump","2012.11.9","63.6","nan","15.0","9.4","4.4","331.25"
"Yang_WaterPump","2012.11.10","49.3","nan","14.7","12.0","9.2","331.25"
"Yang_WaterPump","2012.11.11","72.0","28.0","12.0","8.7","3.6","331.25"
"Yang_WaterPump","2012.11.12","67.8","3.0","9.1","7.3","5.8","331.25"
"Yang_WaterPump","2012.11.13","54.8","0.0","9.1","5.3","1.7","331.25"
"Yang_WaterPump","2012.11.14","53.3","0.0","6.7","2.4","-0.6","331.25"
"Yang_WaterPump","2012.11.15","51.5","nan","9.8","4.2","-0.3","331.25"
"Yang_WaterPump","2012.11.16","74.0","9.5","8.2","4.9","1.0","0.0"
"Yang_WaterPump","2012.11.17","61.6","1.5","8.0","5.3","1.5","0.0"
"Yang_WaterPump","2012.11.18","45.1","nan","8.4","3.5","-0.5","10.0"
"Yang_WaterPump","2012.11.19","64.4","5.5","7.6","3.4","-0.5","283.0"
"Yang_WaterPump","2012.11.20","51.6","nan","6.4","1.9","-1.8","228.0"
"Yang_WaterPump","2012.11.21","62.5","nan","8.4","4.1","-0.4","340.0"
"Yang_WaterPump","2012.11.22","68.3","0.3","10.5","6.7","1.9","484.0"
"Yang_WaterPump","2012.11.23","63.0","nan","6.9","3.3","0.3","349.0"
"Yang_WaterPump","2012.11.24","46.9","nan","6.7","1.7","-1.8","424.0"
"Yang_WaterPump","2012.11.25","55.6","0.5","7.5","3.4","-0.7","784.0"
"Yang_WaterPump","2012.11.26","51.5","1.0","5.1","2.3","-1.2","1073.0"
"Yang_WaterPump","2012.11.27","38.9","nan","6.5","2.1","-2.8","0.0"
"Yang_WaterPump","2012.11.28","54.5","1.0","10.2","5.0","-0.1","100.0"
"Yang_WaterPump","2012.11.29","34.4","nan","4.7","0.8","-1.9","93.0"
"Yang_WaterPump","2012.11.30","49.6","0.5","6.2","1.7","-3.0","63.0"
"Yang_WaterPump","2012.12.1","47.9","nan","4.0","-0.9","-5.9","62.0"
"Yang_WaterPump","2012.12.2","50.4","nan","7.1","2.9","1.0","45.0"
"Yang_WaterPump","2012.12.3","66.9","5.4","5.0","1.7","-1.6","39.0"
"Yang_WaterPump","2012.12.4","41.3","nan","-0.1","-3.3","-5.9","64.0"
"Yang_WaterPump","2012.12.5","66.5","5.8","-0.8","-3.8","-6.2","63.0"
"Yang_WaterPump","2012.12.6","53.4","0.1","-2.9","-6.3","-10.3","148.0"
"Yang_WaterPump","2012.12.7","76.0","1.9","-2.4","-4.5","-6.4","56.0"
"Yang_WaterPump","2012.12.8","42.4","nan","-5.3","-8.2","-11.0","211.5333333"
"Yang_WaterPump","2012.12.9","45.5","nan","-7.0","-10.5","-13.2","44.0"
"Yang_WaterPump","2012.12.10","51.3","nan","-4.6","-8.3","-11.8","72.0"
"Yang_WaterPump","2012.12.11","55.3","nan","-0.8","-6.5","-10.4","1124.0"
"Yang_WaterPump","2012.12.12","56.8","nan","0.0","-5.0","-9.0","130.0"
"Yang_WaterPump","2012.12.13","55.1","nan","3.4","-1.5","-6.2","75.0"
"Yang_WaterPump","2012.12.14","79.8","18.5","4.7","2.7","0.3","82.0"
"Yang_WaterPump","2012.12.15","78.4","0.5","8.3","4.6","1.9","49.0"
"Yang_WaterPump","2012.12.16","77.0","nan","4.3","1.6","-1.2","120.0"
"Yang_WaterPump","2012.12.17","65.4","nan","3.2","-0.4","-4.7","233.0"
"Yang_WaterPump","2012.12.18","49.4","nan","-4.0","-6.8","-9.2","264.0"
"Yang_WaterPump","2012.12.19","45.0","nan","-2.8","-6.9","-10.4","302.0"
"Yang_WaterPump","2012.12.20","49.1","nan","0.3","-3.4","-7.8","491.0"
"Yang_WaterPump","2012.12.21","66.1","1.8","0.8","-0.7","-1.9","885.0"
"Yang_WaterPump","2012.12.22","67.4","nan","-0.8","-3.0","-5.9","502.0"
"Yang_WaterPump","2012.12.23","53.9","0.0","-5.9","-8.9","-12.5","368.0"
"Yang_WaterPump","2012.12.24","52.0","0.0","-4.5","-8.8","-13.6","160.0"
"Yang_WaterPump","2012.12.25","50.9","1.0","-4.6","-8.9","-13.7","229.0"
"Yang_WaterPump","2012.12.26","33.5","nan","-7.0","-10.8","-14.5","175.0"
"Yang_WaterPump","2012.12.27","47.1","nan","-0.8","-5.7","-11.3","183.0"
"Yang_WaterPump","2012.12.28","59.5","0.0","1.5","-0.9","-3.5","125.0"
"Yang_WaterPump","2012.12.29","84.1","4.1","0.6","-0.3","-1.9","149.0"
"Yang_WaterPump","2012.12.30","54.6","2.3","0.0","-8.2","-10.7","198.0"
"Yang_WaterPump","2012.12.31","45.9","nan","-5.0","-8.7","-11.6","135.0"
"Yang_WaterPump","2013.1.1","73.5","3.1","0.0","-4.7","-8.7","321.0"
"Yang_WaterPump","2013.1.2","40.8","nan","-4.8","-11.7","-15.1","2081.0"
"Yang_WaterPump","2013.1.3","42.8","nan","-9.3","-13.2","-16.4","15048.0"
"Yang_WaterPump","2013.1.4","44.3","nan","-5.8","-10.7","-14.8","37827.0"
"Yang_WaterPump","2013.1.5","59.4","nan","-1.2","-7.0","-12.1","593.0"
"Yang_WaterPump","2013.1.6","59.4","nan","-2.0","-6.3","-9.4","431.0"
"Yang_WaterPump","2013.1.7","53.6","nan","0.1","-5.1","-8.8","153.0"
"Yang_WaterPump","2013.1.8","53.4","nan","-0.7","-4.6","-6.8","2228.827586"
"Yang_WaterPump","2013.1.9","38.5","nan","-6.4","-9.0","-10.7","343.0"
"Yang_WaterPump","2013.1.10","41.3","nan","-3.6","-8.3","-12.3","430.0"
"Yang_WaterPump","2013.1.11","50.5","0.0","1.4","-3.2","-7.9","289.0"
"Yang_WaterPump","2013.1.12","70.0","0.1","4.2","0.0","-2.7","7.0"
"Yang_WaterPump","2013.1.13","65.6","nan","3.3","-0.5","-3.0","178.0"
"Yang_WaterPump","2013.1.14","61.6","nan","1.8","-2.1","-4.3","62.0"
"Yang_WaterPump","2013.1.15","57.0","nan","2.0","-2.1","-5.5","2408.0"
"Yang_WaterPump","2013.1.16","64.1","0.3","0.4","-2.6","-5.8","138.0"
"Yang_WaterPump","2013.1.17","62.9","nan","-2.5","-5.8","-8.2","337.0"
"Yang_WaterPump","2013.1.18","51.9","nan","0.2","-4.4","-9.2","254.0"
"Yang_WaterPump","2013.1.19","59.9","nan","4.6","0.5","-2.5","183.0"
"Yang_WaterPump","2013.1.20","55.8","nan","4.1","1.6","-2.0","199.0"
"Yang_WaterPump","2013.1.21","83.6","16.5","4.0","2.2","1.1","259.0"
"Yang_WaterPump","2013.1.22","74.3","0.5","6.0","3.8","2.0","238.0"
"Yang_WaterPump","2013.1.23","80.4","1.5","3.8","1.8","1.0","244.0"
"Yang_WaterPump","2013.1.24","57.6","0.1","2.4","-0.9","-6.7","972.0"
"Yang_WaterPump","2013.1.25","37.5","nan","-6.5","-9.1","-10.8","239.0"
"Yang_WaterPump","2013.1.26","37.0","nan","-5.1","-9.2","-11.9","617.0"
"Yang_WaterPump","2013.1.27","44.9","nan","-3.9","-7.3","-10.7","303.0"
"Yang_WaterPump","2013.1.28","56.0","nan","0.2","-3.5","-8.9","390.0"
"Yang_WaterPump","2013.1.29","63.5","0.0","3.7","2.2","-0.3","869.0"
